Model,Scenario,Variable,Unit,First_Year,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0,81.0,82.0,83.0,84.0,85.0,86.0,87.0,88.0,89.0,90.0,91.0,92.0,93.0,94.0,95.0,96.0,97.0,98.0,99.0,100.0,101.0,102.0,103.0,104.0,105.0,106.0,107.0,108.0,109.0,110.0,111.0,112.0,113.0,114.0,115.0,116.0,117.0,118.0,119.0,120.0,121.0,122.0,123.0,124.0,125.0,126.0,127.0,128.0,129.0,130.0,131.0,132.0,133.0,134.0,135.0,136.0,137.0,138.0,139.0,140.0,141.0,142.0,143.0,144.0,145.0,146.0,147.0,148.0,149.0,150.0,151.0,152.0,153.0,154.0,155.0,156.0,157.0,158.0,159.0,160.0,161.0,162.0,163.0,164.0,165.0,166.0,167.0,168.0,169.0,170.0,171.0,172.0,173.0,174.0,175.0,176.0,177.0,178.0,179.0,180.0,181.0,182.0,183.0,184.0,185.0,186.0,187.0,188.0,189.0,190.0,191.0,192.0,193.0,194.0,195.0,196.0,197.0,198.0,199.0,200.0,201.0,202.0,203.0,204.0,205.0,206.0,207.0,208.0,209.0,210.0,211.0,212.0,213.0,214.0,215.0,216.0,217.0,218.0,219.0,220.0,221.0,222.0,223.0,224.0,225.0,226.0,227.0,228.0,229.0,230.0,231.0,232.0,233.0,234.0,235.0,236.0,237.0,238.0,239.0,240.0,241.0,242.0,243.0,244.0,245.0,246.0,247.0,248.0,249.0,250.0,251.0,252.0,253.0,254.0,255.0,256.0,257.0,258.0,259.0,260.0,261.0,262.0,263.0,264.0,265.0,266.0,267.0,268.0,269.0,270.0,271.0,272.0,273.0,274.0,275.0,276.0,277.0,278.0,279.0,280.0,281.0,282.0,283.0,284.0,285.0,286.0,287.0,288.0,289.0,290.0,291.0,292.0,293.0,294.0,295.0,296.0,297.0,298.0,299.0,300.0,301.0,302.0,303.0,304.0,305.0,306.0,307.0,308.0,309.0
GFDL-ESM2G,abrupt4xCO2,Temperature|anom from piControl,K,0,0.831567,1.3482,1.93993,2.33919,2.55605,2.56219,2.75246,2.74031,2.81401,2.89793,3.02239,3.04547,3.06888,3.16264,3.03678,3.08507,3.09883,3.12473,3.13163,3.10684,3.08894,3.35729,3.17311,3.32954,3.24786,2.98908,3.08984,3.47546,3.57627,3.30114,3.20455,3.3109,3.27334,3.30834,3.21358,3.15069,3.2439,3.16941,3.22187,3.40457,3.23744,3.01797,3.15876,3.3667,3.18444,3.3438,3.17373,3.12445,3.25294,3.09989,3.50351,3.44259,3.13916,3.27292,3.37217,3.46719,3.21779,3.11453,3.28994,3.39552,3.4343,3.19291,3.14432,3.4519,3.48307,3.26043,3.12269,2.97159,2.92978,3.04803,3.21561,3.26678,3.33474,3.35778,3.14365,3.37118,3.33914,3.40883,3.33961,3.37599,3.42199,3.46025,3.25908,3.35837,3.38165,3.23382,3.23427,3.21618,3.40744,3.42503,3.28248,3.37963,3.42584,3.47997,3.50771,3.45667,3.54408,3.48875,3.49611,3.61663,3.76763,3.64424,3.45696,3.71034,3.62909,3.73887,3.64791,3.65483,3.681,3.44323,3.6264,3.68921,3.61704,3.70965,3.78494,3.83744,3.55596,3.7596,3.90442,3.80398,4.03913,3.88217,3.71116,4.03573,4.16844,4.08898,3.82869,3.97819,3.94504,4.02696,3.90021,3.93561,4.10107,4.0254,3.9626,4.01857,4.12394,4.17419,3.99284,3.83651,3.89309,4.04725,3.82232,3.63306,3.66596,3.83973,3.83823,3.6679,3.62347,3.80022,3.72591,3.82936,4.00375,4.19711,4.15388,4.1309,4.13444,3.85927,3.74871,3.77471,3.78885,4.21977,4.19667,4.18363,4.07522,3.91362,3.9454,3.93487,3.87484,4.03542,3.84611,3.94957,3.96416,3.97372,4.09007,4.06727,4.14022,4.10736,4.21776,3.95212,4.30161,4.21187,4.15313,4.09679,4.04959,4.15043,4.03623,3.86756,3.67688,3.96441,4.24964,4.19037,4.07464,4.03677,4.00322,4.15071,4.17593,3.95341,3.67823,4.1042,4.065,3.97241,4.09178,4.26273,4.22719,4.17559,4.25333,4.29327,4.19046,4.13779,4.39795,4.31323,4.44905,4.31234,4.20348,4.41087,4.40362,4.21065,4.26275,4.36894,4.38103,4.2478,4.35877,4.37812,4.30323,4.1331,4.15684,4.15129,4.12224,4.05275,4.07318,4.32142,4.0683,4.09119,4.46569,4.31156,4.15069,4.27708,4.21033,4.15997,4.24815,4.15379,4.18015,4.00802,4.19482,4.20273,4.07269,3.97767,4.24722,4.18036,4.35494,4.42962,4.44038,4.45717,4.34574,4.28384,4.26719,4.34625,4.2444,4.24168,4.08316,4.16091,4.08774,4.21394,4.05818,4.25764,4.3469,4.3008,4.23597,4.27388,4.20496,4.24812,4.23074,4.14089,4.24722,4.22226,4.28287,4.19062,4.10396,4.30367,4.32527,4.27916,4.45477,4.46085,4.45759,4.34551,4.14567,4.31065,4.15375,4.0767,4.26226,4.17701,4.41355,4.51123,4.29848,4.44704,4.11133,4.20065,4.11441,3.95545,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GFDL-ESM2G,abrupt4xCO2,Total anthropogenic carbon flux,PgC/yr,0,1851.86,109.829,84.8219,64.5857,58.5425,51.1892,43.3928,45.73,35.5388,37.4421,28.1438,20.6621,32.1675,13.8345,24.6812,23.4443,22.5332,18.8369,22.9734,15.8477,20.7397,14.3149,17.4907,17.1045,18.0737,20.7917,12.8972,8.89648,8.40674,12.2427,16.5889,15.8105,13.3337,11.198,10.3301,12.9929,7.22949,13.9351,13.8889,10.8699,7.19141,21.7527,8.18188,12.2898,11.085,5.79834,7.61621,17.0889,6.65381,11.6934,0.666504,0.0478516,10.6699,6.19287,10.5376,4.20093,7.77905,12.4834,6.48706,7.2356,1.34863,5.86035,10.5723,2.27344,-0.276855,9.45215,17.2749,7.34253,11.2312,8.53809,4.78027,3.00293,7.96777,6.81006,11.0337,4.87891,-0.260742,5.83398,7.76172,0.171143,3.51562,5.84644,12.5305,5.57935,3.7793,4.71582,9.69312,12.9705,2.9873,-4.61572,-1.52612,5.60132,-1.44775,12.8003,-3.87646,8.33398,9.90674,-1.36816,4.37207,5.75293,-0.735352,4.26514,10.1431,3.35938,-0.618896,-0.0185547,0.633057,13.3325,5.68457,6.66675,-2.14575,5.27734,0.348633,5.77319,7.75781,-1.68286,6.57861,1.80127,-5.50586,3.03857,-2.40234,-2.06641,6.1416,-0.938477,0.513672,-3.7876,13.304,2.03589,4.60693,1.25635,-0.18457,2.14746,2.81885,1.64941,3.77637,2.95825,2.25903,-3.26904,4.0542,9.60059,3.20068,1.56396,6.54346,6.92163,5.34839,-2.76855,-4.03516,11.9285,6.21069,-0.649902,-2.57983,3.67407,0.511719,-0.562988,-0.132812,2.26123,4.06177,8.55005,1.14429,3.14185,-1.57324,-1.37305,2.44189,-0.575195,0.545898,5.97461,3.63232,-6.21582,14.104,2.41748,0.620361,5.15259,2.93945,5.00317,4.82202,2.41992,4.28516,4.44336,0.303223,1.4502,-2.35718,2.03711,4.36353,-1.16748,3.1145,4.95435,0.216797,5.66528,7.54907,4.98389,-2.65186,0.837891,-4.15869,10.0046,2.59399,4.06055,-0.654785,3.89502,10.2085,-0.336426,-0.290527,3.64258,-0.00292969,0.991211,-0.283691,0.63916,0.841309,0.0778809,-2.73022,3.94019,0.739502,0.811523,3.82617,1.19971,4.88086,-2.79346,-3.66797,1.67627,5.38135,-0.221436,3.01294,9.48633,5.71704,-11.8372,2.63281,3.98047,2.26758,1.63599,-1.63599,2.34814,5.21436,3.27148,4.28516,7.24219,-10.2417,4.54053,2.45337,1.43677,-3.50171,9.09448,1.49951,7.32959,-1.14355,1.14746,1.27979,4.35474,-2.07886,8.78174,-1.67871,2.06006,4.94971,1.88867,-1.02246,3.78174,0.0200195,1.71289,1.79346,-4.19092,3.57715,0.036377,3.23804,-0.786133,6.2832,1.9043,5.74731,4.15405,-0.401855,2.6543,1.98877,-0.813477,-0.00537109,3.48877,1.5791,3.8418,1.38037,7.52832,-0.183105,0.108887,2.58154,1.53516,2.81592,-0.907227,0.289795,-3.39819,1.45166,-1.45557,-2.53955,6.11914,6.76538,2.39624,2.83594,1.02832,6.26709,-0.00537109,0.262207,2.02612,5.11304,2.72607,-4.29443,6.49463,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GFDL-ESM2G,abrupt4xCO2,Total cumulative CO2 emissions,PgC,0,1851.86,1961.68,2046.51,2111.09,2169.63,2220.82,2264.22,2309.95,2345.49,2382.93,2411.07,2431.73,2463.9,2477.74,2502.42,2525.86,2548.39,2567.23,2590.2,2606.05,2626.79,2641.11,2658.6,2675.7,2693.78,2714.57,2727.46,2736.36,2744.77,2757.01,2773.6,2789.41,2802.74,2813.94,2824.27,2837.26,2844.49,2858.43,2872.32,2883.19,2890.38,2912.13,2920.31,2932.6,2943.69,2949.49,2957.1,2974.19,2980.85,2992.54,2993.21,2993.25,3003.92,3010.12,3020.65,3024.86,3032.63,3045.12,3051.6,3058.84,3060.19,3066.05,3076.62,3078.9,3078.62,3088.07,3105.35,3112.69,3123.92,3132.46,3137.24,3140.24,3148.21,3155.02,3166.05,3170.93,3170.67,3176.5,3184.27,3184.44,3187.95,3193.8,3206.33,3211.91,3215.69,3220.4,3230.1,3243.07,3246.05,3241.44,3239.91,3245.51,3244.07,3256.87,3252.99,3261.32,3271.23,3269.86,3274.23,3279.99,3279.25,3283.52,3293.66,3297.02,3296.4,3296.38,3297.02,3310.35,3316.03,3322.7,3320.55,3325.83,3326.18,3331.95,3339.71,3338.03,3344.61,3346.41,3340.9,3343.94,3341.54,3339.47,3345.61,3344.67,3345.19,3341.4,3354.7,3356.74,3361.35,3362.6,3362.42,3364.57,3367.39,3369.04,3372.81,3375.77,3378.03,3374.76,3378.81,3388.41,3391.62,3393.18,3399.72,3406.64,3411.99,3409.22,3405.19,3417.12,3423.33,3422.68,3420.1,3423.77,3424.28,3423.72,3423.59,3425.85,3429.91,3438.46,3439.61,3442.75,3441.17,3439.8,3442.24,3441.67,3442.21,3448.19,3451.82,3445.6,3459.71,3462.13,3462.75,3467.9,3470.84,3475.84,3480.66,3483.08,3487.37,3491.81,3492.12,3493.57,3491.21,3493.25,3497.61,3496.44,3499.56,3504.51,3504.73,3510.39,3517.94,3522.93,3520.27,3521.11,3516.95,3526.96,3529.55,3533.61,3532.96,3536.85,3547.06,3546.72,3546.43,3550.08,3550.07,3551.06,3550.78,3551.42,3552.26,3552.34,3549.61,3553.55,3554.29,3555.1,3558.93,3560.13,3565.01,3562.21,3558.55,3560.22,3565.6,3565.38,3568.4,3577.88,3583.6,3571.76,3574.39,3578.37,3580.64,3582.28,3580.64,3582.99,3588.2,3591.48,3595.76,3603.0,3592.76,3597.3,3599.76,3601.19,3597.69,3606.79,3608.28,3615.61,3614.47,3615.62,3616.9,3621.25,3619.17,3627.96,3626.28,3628.34,3633.29,3635.18,3634.15,3637.93,3637.95,3639.67,3641.46,3637.27,3640.85,3640.88,3644.12,3643.34,3649.62,3651.52,3657.27,3661.42,3661.02,3663.68,3665.67,3664.85,3664.85,3668.34,3669.91,3673.76,3675.14,3682.67,3682.48,3682.59,3685.17,3686.71,3689.52,3688.62,3688.91,3685.51,3686.96,3685.5,3682.96,3689.08,3695.85,3698.25,3701.08,3702.11,3708.38,3708.37,3708.63,3710.66,3715.77,3718.5,3714.2,3720.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GFDL-ESM2G,1pctCO2,Temperature|anom from piControl,K,0,-0.089859,-0.122752,-0.0830969,0.091168,0.117036,0.31902,0.442232,0.161096,0.126896,0.209643,0.322757,0.106757,0.130894,0.00370071,0.123637,0.197297,0.196941,0.278818,0.24785,0.265368,0.342535,0.486661,0.552327,0.583787,0.356201,0.0984722,0.415276,0.569862,0.548431,0.570272,0.563353,0.577317,0.487773,0.696116,0.553852,0.700391,0.651355,0.729542,0.828827,0.824307,0.65885,0.605994,0.776743,0.616341,0.741582,0.723423,0.471287,0.652103,0.791193,0.826322,1.03383,0.86175,0.762419,0.897891,0.9921,0.878997,1.02497,1.06513,1.18636,1.12395,1.08055,0.871002,0.948197,1.22835,1.29124,1.03281,0.938841,0.852639,0.949952,1.1144,0.986252,0.89154,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GFDL-ESM2G,1pctCO2,Total anthropogenic carbon flux,PgC/yr,0,1.57313,9.79089,5.48449,6.21112,5.82006,8.93507,5.07991,10.1254,9.9626,12.1324,9.53481,10.2254,16.5553,12.0689,13.8632,13.8925,17.1813,12.7726,14.4206,12.4843,20.0969,14.591,11.0755,13.5437,14.7856,23.2387,20.4178,13.7881,21.5853,14.1002,16.4131,20.3967,21.1142,13.442,17.7718,15.7366,16.2927,17.8309,18.3031,18.0573,20.7557,21.9882,18.2678,23.2106,18.6218,15.5291,23.0149,28.1,16.7108,18.3739,18.4589,17.223,23.2422,21.0962,18.1677,18.9471,28.6404,22.1415,16.0055,23.9498,18.196,19.6784,25.374,19.9358,23.4359,24.6244,28.0238,24.3655,22.899,19.5576,14.0334,10.1489,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GFDL-ESM2G,1pctCO2,Total cumulative CO2 emissions,PgC,0,1.57313,11.364,16.8485,23.0596,28.8797,37.8148,42.8947,53.0201,62.9827,75.115,84.6498,94.8752,111.431,123.499,137.363,151.255,168.436,181.209,195.63,208.114,228.211,242.802,253.877,267.421,282.206,305.445,325.863,339.651,361.236,375.337,391.75,412.146,433.26,446.702,464.474,480.211,496.504,514.334,532.638,550.695,571.451,593.439,611.707,634.917,653.539,669.068,692.083,720.183,736.894,755.268,773.726,790.949,814.192,835.288,853.456,872.403,901.043,923.185,939.19,963.14,981.336,1001.01,1026.39,1046.32,1069.76,1094.38,1122.41,1146.77,1169.67,1189.23,1203.26,1213.41,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
INMCM4,abrupt4xCO2,Temperature|anom from piControl,K,0,0.866328,1.27066,1.70913,1.87126,1.97588,2.10334,2.20746,2.36507,2.38979,2.46872,2.50606,2.53251,2.69008,2.65213,2.67347,2.66063,2.76322,2.87426,2.76054,2.70434,2.73652,2.79547,2.76222,2.89059,2.91437,2.95281,2.80714,2.84089,2.93065,3.00031,2.77004,2.823,2.87242,2.92114,3.09125,3.05949,2.89902,3.00796,2.87389,2.9341,3.01884,2.82838,2.79716,2.9486,2.85422,2.83929,2.84146,3.09431,2.89995,2.91562,3.00307,2.92503,2.98897,2.8022,2.9439,3.03921,3.00829,2.83646,2.89589,2.83665,2.751,2.98566,2.83803,2.88887,2.70925,2.80492,2.95256,2.96795,2.91764,2.89109,2.96399,3.02165,2.97055,3.06048,2.93176,2.96667,2.88205,2.90647,2.95833,2.92108,2.90788,2.9797,2.86771,2.98034,3.02266,2.93027,3.02128,2.99877,3.13743,2.92106,2.99219,3.00927,2.9569,2.93021,2.98905,2.93274,2.93409,2.99356,3.12653,2.98516,3.00394,3.08018,2.90722,2.78469,2.94793,2.95886,2.94482,2.96445,2.9435,2.95764,3.13418,3.11653,2.89625,3.04354,2.92913,2.89023,2.98965,2.9343,2.89553,2.98117,2.91349,3.04833,3.04694,3.12971,3.16516,3.03052,3.10426,3.13435,3.10787,3.11593,3.11163,3.05528,3.16741,3.23814,3.20947,3.14743,3.1335,3.11885,3.14134,3.38712,3.30841,3.32134,3.2641,3.12534,3.2072,3.25239,3.26531,3.18661,3.16018,3.07603,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
INMCM4,abrupt4xCO2,Total anthropogenic carbon flux,PgC/yr,0,1828.13,25.4498,147.47,59.5443,50.8506,46.0359,42.9133,38.2261,35.8875,33.7864,33.6211,32.1985,25.2991,27.1541,27.6943,26.8027,27.1621,22.0029,22.8823,24.4009,23.3806,20.6572,22.7815,21.6655,18.4702,19.49,16.9226,23.752,20.311,17.0532,17.5039,18.2852,14.8145,17.8823,14.3794,10.8726,15.1963,17.4226,15.8877,13.6284,15.5149,12.8809,15.7139,14.9917,14.3616,16.3552,12.0771,14.8423,9.80908,12.6292,11.3245,14.2612,15.1221,13.5254,15.5076,12.2493,8.4248,11.499,11.2681,13.6631,10.1606,10.2769,7.48535,10.7012,11.8752,15.1091,10.2195,12.7502,11.9819,8.39673,10.2229,7.82471,10.7952,8.28589,6.14453,11.0117,9.2041,7.24121,7.56348,7.5791,8.66553,5.39185,6.8855,7.18945,7.73828,6.09326,8.65967,8.8291,7.36475,9.16626,10.8765,5.96265,8.43433,6.49829,5.99536,8.4895,4.9082,6.56934,4.80615,7.12354,7.68848,6.29053,7.71582,9.57324,5.27905,3.88965,4.02051,4.89526,6.72559,5.48999,7.72388,5.41895,5.61816,6.14209,6.43921,7.08325,9.63184,8.68384,3.93384,5.52954,8.06616,4.75049,6.93213,3.53809,5.04199,5.70459,6.63135,5.33276,3.41968,7.4397,4.09619,3.89185,5.49146,5.62573,6.34668,6.60059,7.06934,7.21826,4.25244,5.60986,3.80566,3.07373,5.96558,6.64966,5.58057,5.89014,3.59888,6.50659,4.78613,7.55664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
INMCM4,abrupt4xCO2,Total cumulative CO2 emissions,PgC,0,1828.13,1853.58,2001.05,2060.6,2111.45,2157.48,2200.4,2238.62,2274.51,2308.3,2341.92,2374.12,2399.42,2426.57,2454.27,2481.07,2508.23,2530.23,2553.12,2577.52,2600.9,2621.55,2644.34,2666.0,2684.47,2703.96,2720.88,2744.64,2764.95,2782.0,2799.5,2817.79,2832.6,2850.49,2864.87,2875.74,2890.93,2908.36,2924.24,2937.87,2953.39,2966.27,2981.98,2996.97,3011.34,3027.69,3039.77,3054.61,3064.42,3077.05,3088.37,3102.63,3117.76,3131.28,3146.79,3159.04,3167.46,3178.96,3190.23,3203.89,3214.05,3224.33,3231.82,3242.52,3254.39,3269.5,3279.72,3292.47,3304.45,3312.85,3323.07,3330.9,3341.69,3349.98,3356.12,3367.14,3376.34,3383.58,3391.14,3398.72,3407.39,3412.78,3419.67,3426.86,3434.59,3440.69,3449.35,3458.18,3465.54,3474.71,3485.58,3491.55,3499.98,3506.48,3512.47,3520.96,3525.87,3532.44,3537.25,3544.37,3552.06,3558.35,3566.07,3575.64,3580.92,3584.81,3588.83,3593.72,3600.45,3605.94,3613.66,3619.08,3624.7,3630.84,3637.28,3644.36,3654.0,3662.68,3666.61,3672.14,3680.21,3684.96,3691.89,3695.43,3700.47,3706.18,3712.81,3718.14,3721.56,3729.0,3733.1,3736.99,3742.48,3748.11,3754.45,3761.05,3768.12,3775.34,3779.59,3785.2,3789.01,3792.08,3798.05,3804.7,3810.28,3816.17,3819.77,3826.27,3831.06,3838.62,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
